name,review,wakati,topic number
一白水成,"含むと完熟したフルーツの香りが口の中に溢れ、テイストは密リンゴの甘味。開栓初日は余韻に訪れるビリッと来るジューシーな酸が心地よいですが、数日するとまろやかになります。極上の和製白ワインのよう。チーズに合いそうですね。優雅な個性とスケールの大きさを感じます。食中よりも、この一杯に求めるものが大きい人にお勧め。一升瓶で4,280円ですが、買いの一品かと思います。佐久乃花",含む 完熟 する フルーツ 香り   溢れる テイ スト  リンゴ 甘味   初日 余韻 訪れる ビリッ 来る ジューシー  心地よい   する まろやか なる 極上 和製  ワイン よう チーズ 合う そう 優雅 個性 スケール 大きい  感じる     求める もの 大きい  勧め 一升瓶          買い 一品 思う  久乃 ,34
竹鶴,クセが強いけどうまい。毎日ガブ呑みは勘弁だけど、なぜかまた呑みたくなる。初孫,クセ 強い うまい 毎日 ガブ 呑む 勘弁 呑む なる 初孫,22
世界長,沢の鶴の項目だが、ネット情報等、殆ど無いので、ラベル画像だけでもと思い、あえて投稿。「世界長」は元は御影（御影石で有名）の世界長酒造で醸造販売されていたが阪神大震災で被災・廃業し、沢の鶴にブランド譲渡されたという…。味は、本来のものは知らないが、少なくとも「沢の鶴丹頂（佳撰）」とは違うのかな？ちなみに、金撰（上撰）・別撰も未だ販売継続中。興味のある方どーぞ。綿屋,  項目 ネット 情報  殆ど 無い ラベル 画像 思う 投稿 世界長  御影   御影石 有名   世界長 酒造 醸造 販売 する れる いる 阪神 大震災 被災 廃業 する   ブランド 譲渡 する れる  本来 もの 知る   丹頂   佳い     違う             販売 継続  興味 ある  綿屋,18
大雪乃蔵,冷でいただきました。癖がなくて飲みやすい。宙狐, いただく  ない 飲む やすい  ,18
十四代,初日はスッキリしたタッチの中に愛山っぽいベリー系の酸味を感じ、透明感のある純米大吟醸らしい上品な佇まいですが、数日経過すると透明感と引き換えに米の旨味が出てくるような感じです。以前の十四代は麹米・掛米共に同一でしたが、最近は麹米と掛米を別にしているような気がします(気のせいかな)。ちなみに、これは麹米：山田錦、掛米：愛山となってます。今年もまた色々試してるのかな。舞桜,初日 する タッチ  愛山 っぽい ベリー  酸味 感じる 透明  ある  吟醸 上品 佇まい   経過 する 透明  引き換え  旨味 出る くる よう 感じ 以前         同一 最近      する いる よう  する    せい    これ     山田      愛山 なる 今年 試す てる   ,6
菊水,スーパーで夏の日本酒コーナーみたいなのがあって、涼しげな瓶に入っているので、思わず買いました。720で1800円酒米不明、精米歩合４割、アルコール17％なかなかウマイです。さわやかな吟醸香。淡麗薄甘口。風呂上がりの一杯。姿,スーパー  日本  コーナー みたい  ある 涼しげ  入る いる 買う             不明 精米 歩合    アルコール      ウマイ さわやか 吟醸  淡い  甘口 風呂 上がり   ,33
寫楽,開栓初日は軽快な桃のような甘味が印象的でしたが、数日するとうすにごりのオリの甘味、スポーティなミネラル感が前面に出てきます。余韻はやや苦みのある酸。食中にいけそうだが、とは言え、何に合うかと考えると、一考してしまう。個人的には枝豆と一緒にグビグビいきたいかな。夏物にしてはきちんと甘味・酸を感じるタイプで好みです。鳳凰美田,  初日 軽快  よう 甘味 印象    する うすい にごる オリ 甘味 スポーティ ミネラル  前面 出る くる 余韻 苦み ある    いける そう 言える  合う 考える 一考 する しまう 個人  枝豆 一緒 グビグビ いきる 夏物 する 甘味  感じる タイプ 好む 鳳凰 美田,6
片野桜,片野桜の生原酒を頂きました。フルーティな味と芳醇な香りでついつい飲み過ぎてしまいます。大吟醸720ml、３５００円も飲んだ事がありますがカクテルみたいでこれまたグビグビ・・・飲み過ぎはいけません。,片野  原酒 頂く フルーティ  芳醇 香り 飲む 過ぎる しまう 吟醸              飲む  ある カクテル みたい これ グビグビ    飲む 過ぎる いける,34
大那,タッチはスッと入り、そのままスッキリとした甘味につながります。少し加水感を感じますが、夏の酒らしい軽快さはあります。全体的には辛口テイスト。軽快・爽快な夏向けの辛口酒というとこでしょうか。とはいえ、比較的涼しい６月の夜に飲むには少し物足りない味わい、今よりももっと暑い８月ぐらいに飲むと丁度良いですね。一ノ蔵,タッチ スッ 入る する 甘味 つながる 加水  感じる   軽快  ある 全体  辛口 テイスト 軽快 爽快  向け 辛口  とこ いう 涼しい     飲む 物足りない 味わい  暑い    飲む 良い 一ノ蔵,23
仙禽,愛山100%、精米歩合50%中取り、無濾過生原酒日本酒度-5、酸度3.0スペックからして凄い。店主から個性的な酒だけど、甘口に抵抗がなければ気に入るかも、と試してみました。今まで、衝撃を感じるほどの日本酒、何本かありますが、これもその１本になりました。スペックを比べると差はあるんですが、鍋島のニュームーンと味わいの方向性が似ている気がします。フルーティーな香り、甘いのですが、雑味が無く、際立った酸味のおかげで、白ワインのようなようなお酒に仕上がっています。一口、旨い！菊正宗,愛山        精米 歩合       取る 濾過  原酒 日本       酸度       スペック する 凄い 店主 個性   甘口 抵抗 ない 気に入る 試す みる  衝撃 感じる 日本    ある これ    なる スペック 比べる  ある  鍋島 ニュー ムーン 味わい 方向  似る いる  する フルーティー 香り 甘い    無い 際立つ 酸味 おかげ  ワイン よう よう  仕上がる いる 一口 旨い    正宗,34
黒龍,行きつけの酒屋のオヤジに進められたのと、有名銘柄という事で、気になって購入。普通かな。竹泉,行きつけ 酒屋 オヤジ 進める られる  有名 銘柄   なる 購入 普通  ,25
菊姫,糖類添加酒結構太い味で気に入りました。風の森,糖類 添加  太い  気に入る  ,1
奥,夢山水も、季節により４種類あるようです。そのうちの「若」ほかの皆さんがおっしゃっているように、「濃い」です。１８．５度ですが、２０度くらいあるように感じます。甘味もあり、ちょっと焼酎みたいな感じです。おたまじゃくし, 山水 季節   種類 ある よう うち  ほか 皆さん おっしゃる いる よう 濃い             ある よう 感じる 甘味 ある 焼酎 みたい 感じ たま くし,34
上喜元,「しゅわっち」と読みます。微炭酸です。日本酒という感じではなく、やや甘いビールをイメージさせます。（それほど炭酸はきつくないです）夏の食前に、シャンパンかビール風に飲むと良いと思います。高清水,する ゅわっち 読む 炭酸 日本  感じ 甘い ビール イメージ する せる   炭酸 きつい    食前 シャンパン ビール  飲む 良い 思う 清水,29
呉春,中辛の飲みやすい酒だが、一般的。本丸を買う方が、ちょっと高いが、もっと美味しい。梵, 飲む やすい  一般  本丸 買う  高い 美味しい ,33
